,API Name,Api Url,Api Description,Api Category
158,Json2Email API,/api/json2email, Json2Email is a simple HTML e-mail generation API created for developers. This API helps remove the need for dealing with nested HTML tables and inline CSS., Email
159,IBAN- API,/api/iban-api," IBAN-API allows developers to integrate the ability to convert a non-SEPA bank account number to an IBAN (international bank account number) into their admin systems, websites, or applications. This...", Financial
160,Nuo Play API,/api/nuo-play," The Nuo Play API is a Protocol for Collateralized Debt. It is a transparent, permission less and global protocol for creating collateral backed financial applications on the Ethereum Blockchain....", Cryptocurrency
161,ButterCMS Filestack Image API,/api/buttercms-filestack-image, The ButterCMS Filestack Image API is an integration with Filestack that will leverage their set of image transformation capabilities. Filestack's transformation engine allows you to pass any..., Content Management
162,ButterCMS Webhooks API,/api/buttercms-webhooks, The ButterCMS Webhooks API allows you to Get notifications for content changes. Just configure webhooks in the account settings to POST them to your application. ButterCMS provides a way to add a..., Content Management
163,Tink API,/api/tink," Tink is a financial data platform that offers diverse features including channel agnostic account aggregation for better transparency and freedom, transaction categorization, and personal financial...", Financial
164,LawPanel API,/api/lawpanel, The LawPanel API offers trademark tools for companies. The API provides registry data combined with AI and dynamic programming. This allows developers to automate trademark searching and management...., Law
165,Targetlock API,/api/targetlock," Targetlock is Postcode based location API. You can use the API to access postcode/location related API endpoints, which can get information on all postcodes in the USA using a postcode, all the...", Zip Codes
166,Category,/category/all/apis?page=497&order=field_article_primary_category&sort=asc,N/A,N/A
167,Orkiv Epic Commerce Inventory JavaScript API,/api/orkiv-epic-commerce-inventory-javascript, The Orkiv Epic Commerce Inventory JavaScript API is an indirect Orkiv Inventory API client. Please refer to the corresponding Commerce JavaScript SDK below. Orkiv provides a way to create online..., Inventory
168,TrackICO API,/api/trackico, The TrackICO API allows developers to get information about the best ICO (Initial Coin Offering) projects listed on the TrackICO platform. The TrackICO platform was established to provide users with..., Ratings
169,MessageMedia Messages API,/api/messagemedia-messages," The MessageMedia Messaging API allows developers to build two-way messaging applications. This API provides access to three main resources: messages, delivery reports, and replies. Messages are...", Messaging
170,Realty Mole Rent Estimate API,/api/realty-mole-rent-estimate, Based on the provided property details this API will return a rent estimate along with comparable rental properties. Most of the response values are self-explanatory. Please note that distance..., Real Estate
171,Citibank Authorize API,/api/citibank-authorize," The Citibank Authorize API is an implementation of the OAuth 2.0 framework, that allows you to obtain secure Citibank authorization using standard methods that can be integrated in your applications...", Banking
172,Melissa Cloud Global IP Locator API,/api/melissa-cloud-global-ip-locator, The Melissa IP Locator allows you to validate IPv4 addresses and geographic information. The geographical data can place an IP address within a city and postal code and also tell you the connection..., Contacts
173,Melissa Cloud Personator World API,/api/melissa-cloud-personator-world," The Personator Web Service checks and verifies your client contact data globally. It allows you to verify a person’s name, address, phone, email, date of birth and their national ID. Melissa...", Contacts
174,Melissa Cloud Global Express Entry API,/api/melissa-cloud-global-express-entry," The Express Entry Web Service is an address verification service that will auto-complete your query with a verified address. This includes; city, state, and postal code. Melissa specializes in...", Contacts
175,Melissa Cloud Global Address Verification API,/api/melissa-cloud-global-address-verification, The Global Address Verification service is a real time address validation and correction service that covers over 240 countries and territories globally. It allows you to ensure your address data..., Contacts
176,OpenDroneMap API,/api/opendronemap," The OpenDroneMap is a platform for post-processing drone, balloon, kite, and streetview data to a variety of geographic data formats including orthophotos, point clouds, and textured mesh. The...", Mapping
177,Category,/category/all/apis?page=498&order=field_article_primary_category&sort=asc,N/A,N/A
178,Melissa Cloud Global Phone API,/api/melissa-cloud-global-phone, The Melissa Data Global Phone Web Service allows you to verify phone numbers from over 230 countries and territories. It provides a way to append useful geographic information and perform real-time..., Contacts
179,Melissa Cloud Global Name API,/api/melissa-cloud-global-name," The Melissa Data Global Name Service allows you to parse, genderize, and standardize personal names and company names. Melissa specializes in global contact data quality and mailing preparation...", Contacts
180,Melissa Cloud Global Email API,/api/melissa-cloud-global-email," The Melissa Data Global Email Cloud Service allows you to validate and parse email addresses, correct common typographical errors, and standardize email addresses. It features real-time email mailbox...", Contacts
181,Melissa Cloud Business Coder UK API,/api/melissa-cloud-business-coder-uk," The Melissa Business Coder UK Service allows you to search for business demographics in the United Kingdom, with data based on the address and company name. Melissa specializes in global contact...", Contacts
